Type,Common Name of Products,Trade Name of Products,Registration No,Name of Registration Holder,Recommended Crops,Recommended Pests,Dosage rate/ha
Miticide,Sulphur,Siamvit 80 WDG,AP-2437,Siam Crop Care,Cucurbit,Powdery mildew,2 gm/Litre of water
Miticide,Sulphur,Siamvit 80 WDG,AP-2437,Siam Crop Care,Tea,Red Spider Mite,2.25 Kg
Miticide,Sulphur,Mytivit 80 WDG,AP-2438,Green Care Bangladesh,Cucurbit,Powdery mildew,2 gm/Litre of water
Miticide,Sulphur,Mc Vit 80 DF,AP-2439,McDonald Bangladesh (Pvt) Limited,Cucurbit,Powdery mildew,2 gm/Litre of water
Miticide,Sulphur,Muktavit 55 SC,AP-2440,New Life Agro Chemicals,Cucurbit,Powdery mildew,1 ml/Litre of water
Miticide,Sulphur,Dekosulf 80 DF,AP-2441,Agrinet Crop Care Bangladesh,Cucurbit,Powdery mildew,2 gm/Litre of water
Miticide,Sulphur,Thiospecial 80 DF,AP-2442,Northern Crop Care Limited,Jute,Yellow mite,2.20 Kg
Miticide,Sulphur,Piron 80 WDG,AP-2443,Nokon Limited,Jute,Yellow mite,2.20 Kg
Miticide,Sulphur,Hayvit 80 WDG,AP-2444,Haychem (Bangladesh) Limited,Jute,Yellow mite,2.20 Kg
Miticide,Sulphur,Rajsulf 80 WDG,AP-2445,Rajib Agro Chemicals Limited,Jute,Yellow mite,2.20 Kg
Miticide,Sulphur,Mituvit 80 WDG,AP-2771,Sabir Fertilizer & Chemical Complex Ltd,Jute,Yellow mite,2.25 Kg
Miticide,Sulphur,Netsul 80 WDG,AP-2818,Agronet Crop Science Limited,Jute,Yellow mite,2.25 Kg
Miticide,Sulphur,Gilsulphur 80 WDG,AP-3068,Gourab Industries Limited,Tea,Red Spider Mite,2.25 Kg
Miticide,Sulphur,Sosul 80 WDG,AP-3069,ST Trading Corporation,Tea,Red Spider Mite,2.25 Kg
Miticide,Sulphur,Gurvit 80 WDG,AP-3070,Gurpukur Corporation,Jute,Yellow Mite,2.25 Kg
Miticide,Sulphur,Delcosul 80 WDG,AP-3071,Delco Agro Industries,Jute,Yellow Mite,2.25 Kg
Miticide,Sulphur,T-Sulphur 80 WDG,AP-3072,Tajarat Agro Industries Limited,Tomato,Wilt,2 gm/Litre of water
Miticide,Sulphur,Cumix 80 WDG,AP-3073,Agro Link (BD),Jute,Yellow Mite,2.25 Kg
Miticide,Sulphur,Cumix 80 WDG,AP-3073,Agro Link (BD),Cucumber,Powdery mildew,2 gm/Litre of water
Miticide,Sulphur,Cumix 80 WDG,AP-3073,Agro Link (BD),Tea,Red spider mite,2.25 Kg
Miticide,Sulphur,Gemulus 80 WDG,AP-3074,GME Agro Limited,Jute,Yellow Mite,2.25 Kg
Miticide,Sulphur,Gemulus 80 WDG,AP-3074,GME Agro Limited,Tea,Red spider mite,2.25 Kg
Miticide,Sulphur,Dhaksul 80 WDG,AP-3075,Dhaka Crop Care,Jute,Yellow Mite,2.25 Kg
Miticide,Sulphur,Zidan 80 DF,AP-3076,Rahman Pesticide & Chemicals Co.,Tomato,Wilt,2 mg/Litre of water
Miticide,Sulphur,Wellvit 80 WP,AP-3077,All Well Agrotech,Tea,Red Spider Mite,2.25 Kg
Miticide,Sulphur,Threevit 80 WG,AP-3078,Sun Corporation,Tea,Red Spider Mite,2.25 Kg
Miticide,Sulphur,Alphavet 80 WDG,AP-3209,Alpha Agro Limited,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Medivit 80 WDG,AP-3210,Medicon Agrovet Limited,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Agrovet 80 WDG,AP-3211,Atherton Imbros Company Limited,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Ecovet 80 WDG,AP-3212,Amco Agricultural Industries,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Bicolus 80 WDG,AP-3213,Bismillah Corporation Limited,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Icovit 80 WDG,AP-3214,ICI Agricare,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Fasalvit 80 WG,AP-3219,Fasal Agro Industries Limited,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Fasalvit 80 WG,AP-3219,,Tea,Red spider mite,2.25 Kg
Miticide,Sulphur,Prithavit 80 WDG,AP-3221,Green Link International,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Monivit 80 WG,AP-3222,Agro Monitor,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,N-vit 80 WG,AP-3223,Nahar Agro International,Sweet gourd,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Eversulf 80 DF,AP-3224,Evergreen Crop Care Limited,Sweet gourd,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Adsulf 80 DF,AP-3225,Advanced Agricultural Solusion Ltd,Sweet gourd,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Greatvit 80 WG,AP-3226,Great Agro Care,Cucumber,Powdery mildew,2 mg/Litre of water
Miticide,Sulphur,Sahvit 80 WG,AP-3237,Shahjalal Agro Industries,Cucumber,Powdery mildew,2 mg/Litre of water
FUNGICIDE,Azoxystrobin,Sitro 25 SC,AP-3153,S I Agro International,Tea,"Die back, Block rot",500 ml
FUNGICIDE,Azoxystrobin (20% ) + Cyproconazole (8%),Karishma 28 SC,AP-2431,Eon Trading House,Mango,Anthracnose,1200 ml
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Amistar Top,AP-2312,Syngenta Bangladesh Limited,Rice,"Sheath blight, Blast",1 ml/Litre of water
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Amistar Top,AP-2312,Syngenta Bangladesh Limited,Potato,"Late blight, Stem Canker",1 ml/Litre of water
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Amistar Top,AP-2312,Syngenta Bangladesh Limited,Tea,Branch canker,750 ml
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Power Blast 325 SC,AP-2777,Agronet Crop Science Limited,Rice,Sheath blight,1 ml/Litre of water
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Rai 325 SC,AP-3111,Crop Protection & Care Center,Tomato,Early blight,2 gm/Litre of water
FUNGICIDE,Azoxystrobin (20% ) + Difenoconazole (12.5%),Amicore 32.5 EC,AP-3252,Asia Trade International,Sweet gourd,Powdery mildew,0.5 ml/Litre of water
FUNGICIDE,Benalaxyl (8%) + Mancozeb (64%),Galben M,AP-374,ACI Formulations Limited,"Potato, Tomato",Late blight,0.2% formulated
FUNGICIDE,Benalaxyl (8%) + Mancozeb (64%),Galben M,AP-374,ACI Formulations Limited,Cucumber,Downy mildew,0.2% formulated
FUNGICIDE,Carbendazim,Bavistin DF,AP-176,BASF Bangladesh Limited,Sugarcane,"Sett rot, Red rot, Pine apple, Wilt",500 gm
FUNGICIDE,Carbendazim,Bavistin DF,AP-176,BASF Bangladesh Limited,Rice,Sheath blight,500 gm
FUNGICIDE,Carbendazim,Bavistin DF,AP-176,BASF Bangladesh Limited,Wheat,Loose smut,1 gm/Litre of water
FUNGICIDE,Carbendazim,Bavistin DF,AP-176,BASF Bangladesh Limited,"Cabbage, Cauliflowe",Seedling rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Bavistin DF,AP-176,BASF Bangladesh Limited,Tomato,Seedling rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Guava,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Tea,"Red rust, Black rot, Die back & Gall",750 gm
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Banana,Sigatoka,0.2%(2gm/Litre of wa.)
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Sugarcane,"Pine apple, Wilt & red rot",1 gm/Litre of water
FUNGICIDE,Carbendazim,Knowin 50 WP,AP-241,McDonald Bangladesh (Pvt) Limited,Mango,Anthracnose,1 gm/Litre of water
FUNGICIDE,Carbendazim,Shincar 50 WP,AP-355,Omnichem Limited,Tobacco,Frog eye & Leaf spot,2 gm/Litre of water
FUNGICIDE,Carbendazim,Aimcozim 50 WP,AP-375,ACI Formulations Limited,Rice,Sheath blight,500 gm
FUNGICIDE,Carbendazim,Aimcozim 50 WP,AP-375,ACI Formulations Limited,Tea,Red rust,750 gm
FUNGICIDE,Carbendazim,Aimcozim 50 WP,AP-375,ACI Formulations Limited,Sugarcane,"Set rot, Pinapple",500 gm
FUNGICIDE,Carbendazim,Aimcozim 50 WP,AP-375,ACI Formulations Limited,Sugarcane,Red rot & Wilt,500 gm
FUNGICIDE,Carbendazim,Aimcozim 50 WP,AP-375,ACI Formulations Limited,Tomato,Seedling rot,2 gm/Litre of water
FUNGICIDE,Carbendazim,Agben 50F,AP-439,A-Intraco (Bangladesh) Limited,Sugarcane,Sett treatment,1 gm/Litre of water
FUNGICIDE,Carbendazim,Agben 50F,AP-439,A-Intraco (Bangladesh) Limited,Rice,Sheath blight,1.00 Litre
FUNGICIDE,Carbendazim,Forastin 50 WP,AP-511,Shetu Pesticides Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Forastin 50 WP,AP-511,Shetu Pesticides Limited,Sugarcane,Sett rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Sugarcane,Sett rot disease,1 gm/Litre of water
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Tomato,Wilt,2 gm/Litre
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Garden pea,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Mango,Hopper,1 gm/Litre of water
FUNGICIDE,Carbendazim,Genuine 50 WP,AP-531,SAM Agro Chemical,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Cindazim 50 WP,AP-627,Shetu Corporation Limited,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Cindazim 50 WP,AP-627,Shetu Corporation Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Cindazim 50 WP,AP-627,Shetu Corporation Limited,Sugarcane,"Sett rot, Red rot, Wilt",500 gm
FUNGICIDE,Carbendazim,Nayan 50 WP,AP-720,Anika Enterprise,"Tomato, Cabbage, Cauli",Seedling rot,1 gm/Kg seed
FUNGICIDE,Carbendazim,Nayan 50 WP,AP-720,Anika Enterprise,Sugarcane,Set rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Nayan 50 WP,AP-720,Anika Enterprise,Banana,Sigatoka,1 gm/Litre of water
FUNGICIDE,Carbendazim,Zimper 50 WP,AP-725,Prime Agro Limited,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Zimper 50 WP,AP-725,Prime Agro Limited,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Agridazim 50 WP,AP-725,Agribusiness International,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Agridazim 50 WP,AP-725,Agribusiness International,Sugarcane,Set rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Agridazim 50 WP,AP-725,Agribusiness International,Tea,Red rust disease,750 gm/Litre of water
FUNGICIDE,Carbendazim,Evazim 50 WP,AP-729,E H & Agrovet Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Evazim 50 WP,AP-729,E H & Agrovet Limited,Sugarcane,Set rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Vulcan 50 WP,AP-730,Atherton Imbros Company Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Corozim 50 WP,AP-751,Corbel International Limited,Sugarcane,Set rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Edvistin 50 WP,AP-752,Bony Enterprise,Sugarcane,Set rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Haydazim 50 WP,AP-753,Haychem (Bangladesh) Limited,Sugarcane,Set rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Haydazim 50 WP,AP-753,Haychem (Bangladesh) Limited,Cucurbit,Powdery mildew,1 gm/litre of water
FUNGICIDE,Carbendazim,Haydazim 50 WP,AP-753,Haychem (Bangladesh) Limited,Tea,Red rust,750 gm
FUNGICIDE,Carbendazim,Seadazim 50 WP,AP-754,Sea Trade Fertilizer Limited,Sugarcane,Set rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Seadazim 50 WP,AP-754,Sea Trade Fertilizer Limited,Banana,Sigatoka,1 gm/litre of water
FUNGICIDE,Carbendazim,Seadazim 50 WP,AP-754,Sea Trade Fertilizer Limited,Tea,Red rust disease,750 gm
FUNGICIDE,Carbendazim,Massive 50 WP,AP-755,Mosco Marketing Company,Tomato,Wilt,2 gm /litre of water
FUNGICIDE,Carbendazim,Goldazim 500 SC,AP-756,Square Pharmaceuticals Limited,Cucurbit,Powdery mildew,1 ml/litre of water
FUNGICIDE,Carbendazim,Carbozim 50 WP,AP-757,Reximco Insecticides Limited,Cucurbit,Powdery mildew,1 gm/litre of water
FUNGICIDE,Carbendazim,Bendazim 50 WP,AP-758,National AgriCare Import & Export Ltd,Cucurbit,Powdery mildew,1 gm/litre of water
FUNGICIDE,Carbendazim,Bendazim 50 WP,AP-758,National AgriCare Import & Export Ltd,Onion,Purple blotch,2 gm/litre of water
FUNGICIDE,Carbendazim,Ecozim 50 WP,AP-856,East West Chemicals Limited,Banana,Sigatoka,2 gm /litre of water
FUNGICIDE,Carbendazim,Pearl 50 DF,AP-980,MAP Agro Industries Limited,Garden pea,Powdery mildew,2 gm /litre of water
FUNGICIDE,Carbendazim,Pearl 50 DF,AP-980,MAP Agro Industries Limited,Wheat,Late blight,2 gm /litre of water
FUNGICIDE,Carbendazim,Gilzim 50 WP,AP-981,Petrochem (Bangladesh) Limited,Tomato,Wilt,1 gm /litre of water
FUNGICIDE,Carbendazim,Gilzim 50 WP,AP-981,Petrochem (Bangladesh) Limited,Sugarcane,Set rot,1 gm /litre of water
FUNGICIDE,Carbendazim,Zimguard 50 WP,AP-992,Padma Agro Sprayers Co.,Tea,Red rust,750 gm
FUNGICIDE,Carbendazim,Dhangora 50 WP,AP-993,Home Pest Control,Tea,Red rust,750 gm
FUNGICIDE,Carbendazim,Sinodazim 50 WP,AP-1022,Global Agrovet Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Baizim 50 WP,AP-1043,Bangladesh Agricultural Industries,Tea,Red rust disease,750 gm
FUNGICIDE,Carbendazim,Baizim 50 WP,AP-1044,Bangladesh Agricultural Industries,Onion,Purple blotch,2 gm/litre of water
FUNGICIDE,Carbendazim,Greenzim 50 WP,AP-1070,Green View Bangladesh,Tea,Red rust disease,750 gm
FUNGICIDE,Carbendazim,Jaingnoning 50 WP,AP-1074,Sun Seed Pesticides,Sugarcane,Set rot,1 gm/liter of water
FUNGICIDE,Carbendazim,Arba 50 WP,AP-1078,Intefa,Garden pea,Powdery mildew,2 gm/litre of water
FUNGICIDE,Carbendazim,Arba 50 WP,AP-1078,Intefa,Mango,Anthracnose,1 gm/liter of water
FUNGICIDE,Carbendazim,Arba 50 WP,AP-1078,Intefa,Onion,Purple blotch,2 gm/liter of water
FUNGICIDE,Carbendazim,Sistin 50 WP,AP-1088,King Tech Corporation Bangladesh,Garden pea,Powdery mildew,1 gm/liter of water
FUNGICIDE,Carbendazim,Sistin 50 WP,AP-1088,King Tech Corporation Bangladesh,Tea,Red rust disease,750 gm
FUNGICIDE,Carbendazim,Sistin 50 WP,AP-1088,King Tech Corporation Bangladesh,Chili,Anthracnose,1 gm/liter of water
FUNGICIDE,Carbendazim,Bico Homai 50 WP,AP-1115,Bismillah Corporation Limited,Garden pea,Powdery mildew,2 gm/litre of water
FUNGICIDE,Carbendazim,CP-Zim 50 WP,AP-1225,Crop Protection & Care Centre,Tea,Black root disease,750 gm/litre of water
FUNGICIDE,Carbendazim,Allwin 50 WDF,AP-1244,All Well Agrotech,Sugarcane,Set rot,1 gm/liter of water
FUNGICIDE,Carbendazim,Trizim 50 WP,AP-1309,Amco Agricultural Industries,Tea,Red rust disease,750 gm
FUNGICIDE,Carbendazim,Trizim 50 WP,AP-1309,Amco Agricultural Industries,Chili,Anthracnose,2 gm/litre of water
FUNGICIDE,Carbendazim,Sinozim 50 WP,AP-1347,Aranya Crop Care Limited,Cucurbit,Powdery mildew,1 gm/liter of water
FUNGICIDE,Carbendazim,Sinozim 50 WP,AP-1347,Aranya Crop Care Limited,Chili,Anthracnose,1 gm/liter of water
FUNGICIDE,Carbendazim,Mine 50 WP,AP-1377,S I Agro International,Tomato,Early blight,2 gm/litre of water
FUNGICIDE,Carbendazim,Mine 50 WP,AP-1377,S I Agro International,Wheat,Late rust,2 gm/litre of water
FUNGICIDE,Carbendazim,Cuptun 50 WP,AP-1383,Alpha Agro Limited,Wheat,Late rust,1 gm/litre of water
FUNGICIDE,Carbendazim,Nova 50 WP,AP-1384,Eon Agro Industries Limited,Wheat,Leaf blight,1 gm/litre of water
FUNGICIDE,Carbendazim,Nova 50 WP,AP-1384,Eon Agro Industries Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Amazim 50 WP,AP-1394,Aama Green Care,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Amazim 50 WP,AP-1394,Aama Green Care,Mango,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Chemozim 50 WP,AP-1395,Byco Agro Chemicals,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Emidazim 50 WP,AP-1429,Integrated Crop Solution Bangladesh,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Towin 50 WP,AP-1677,Marshal Agrovet Chemical Industries Ltd,Chili,Anthracnose,1 gm/litre of water
FUNGICIDE,Carbendazim,Towin 50 WP,AP-1677,Marshal Agrovet Chemical Industries Ltd,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Regard 50 WP,AP-1678,Agro Continent Bangladesh,Banana,Sigatoka,1 gm/litre of water
FUNGICIDE,Carbendazim,Orgazim 50 WP,AP-1680,Green Care Bangladesh,Sugarcane,Sett rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Starzim 50 WP,AP-1681,Pace Agro International,Sugarcane,Sett rot,1 gm/litre of water
FUNGICIDE,Carbendazim,Dimbazim 50 WP,AP-1721,Dreamland Agro Products,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Dimbazim 50 WP,AP-1721,Dreamland Agro Products,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Knobin 50 WP,AP-1772,ICI Agricare,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Longzim 50 WP,AP-1843,ACI Formulations Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Filzim 50 WP,AP-1844,A M Traders,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Turbo 50 WP,AP-1846,Haychem (Bangladesh) Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Superzim 50 WP,AP-1847,Mery Gold Agro Science,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Lazim 50 WP,AP-1848,Sweet Agrovet Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Lazim 50 WP,AP-1848,Sweet Agrovet Limited,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Kandari 50 WP,AP-1849,Smart Agrovet,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Benda 50 WP,AP-1850,Salica Trade International,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,R-zim 50 WP,AP-1851,Bengal Agro Chemicals Industries,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,R-zim 50 WP,AP-1851,Bengal Agro Chemicals Industries,Tomato,Wilt & Early blight,2 gm/Litre of water
FUNGICIDE,Carbendazim,Hitastin 50 WP,AP-1852,Hazi Abdul Hakim Sawdagor,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Greendazim 50 WP,AP-1853,Green Harvest Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Cardazim 50 WP,AP-1854,Assign Crop Care Limited,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,UniZoom 50 WP,AP-1930,United Phosphorus (Bangladesh) Ltd,Maize,Brown spot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Biozim 50 WP,AP-2118,Crop Life Agro Chemicals Ltd,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Biozim 50 WP,AP-2118,Crop Life Agro Chemicals Ltd,Cucurbit,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Siamzim 50 WP,AP-2119,Siam Crop Care,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Rekazim 50 WP,AP-2120,T H Pesticides,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Xenon 50 WP,AP-2121,Joary Agro,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Seaszim 50 WP,AP-2122,Sealand Agro Industries Limited,Chili,Anthracnose,1 gm/Litre of water
FUNGICIDE,Carbendazim,Tolper 50 WP,AP-2123,Meghna Fertilizer & Agro Chemicals Indus,Tomato,Seedling rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Agriben 50 WP,AP-2124,Jareer Enterprise,Tomato,Seedling rot,1 gm/Litre of water
FUNGICIDE,Carbendazim,Qubee 50 WP,AP-2125,Asia Trade International,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Qubee 50 WP,AP-2125,Asia Trade International,Cucurbit,Powdery mildew,1 gm/Litre of water
FUNGICIDE,Carbendazim,Ravistin 50 WP,AP-2126,Raven Aqua Agriculture Ltd,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Ravistin 50 WP,AP-2126,Raven Aqua Agriculture Ltd,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Erguven 50 WP,AP-2127,Active Crop Care Limited,Tomato,Early blight,1 gm/Litre of water
FUNGICIDE,Carbendazim,Sicozim 50 WP,AP-2128,Siraj Agro International,Cucurbit,Powdery mildew,1 gm/Litre of water
FUNGICIDE,Carbendazim,Growzim 50 WP,AP-2129,Grow More Agro Science,Cucurbit,Powdery mildew,1 gm/Litre of water
FUNGICIDE,Carbendazim,Sarazim 50 WP,AP-2130,Sara Chemicals Limited,Mango,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Sarazim 50 WP,AP-2130,Sara Chemicals Limited,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Mahizim 50 WP,AP-2241,Mahir Agro Care,Rice,Sheath blight,1.00 Kg
FUNGICIDE,Carbendazim,Carb 50 WP,AP-2242,Agrinet Crop Care Bangladesh,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Ravzim 50 WP,AP-2243,Raven Aqua Agriculture Ltd,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Newzim 50 WP,AP-2244,Blessing Agrovet Industries Ltd,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Agrizim 50 WP,AP-2448,Eminence Chemical Industries Ltd,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Rajzim 50 WP,AP-2449,Bongshe Moharaj & Agro Technology,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Scotszim 50 WP,AP-2449,Scots Agro Chemicals,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Mabendazim 50 WP,AP-2450,Mabco Bangladesh,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Mabendazim 50 WP,AP-2450,Mabco Bangladesh,Tomato,Early blight,2 gm/Litre of water
FUNGICIDE,Carbendazim,Mabendazim 50 WP,AP-2450,Mabco Bangladesh,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Roin 50 WP,AP-2452,D M International,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Stazim 50 WP,AP-2453,Astron Agri Care Bangladesh,Tea,"Red rust, Black rot, Die back",750 gm in 1000 lt of water
FUNGICIDE,Carbendazim,Bencarb 50 WP,AP-2454,Agrivision Bangladesh,Chili,Anthracnose,1 gm/Litre of water
FUNGICIDE,Carbendazim,Agrani 50 WP,AP-2455,M S Agro Chemicals Company Ltd,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Megadazim 50 WP,AP-2456,Marstrade International Culture,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Nainzim 50 WP,AP-2457,Nafis Crop Care,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Sufi 50 WP,AP-2458,Valent Tech Limited,Mango,Anthracnose,2 gm/Litre of water
FUNGICIDE,Carbendazim,Suzim 50 WP,AP-2459,Surovi Agro Industries Limited,Tomato,Early blight,2 gm/Litre of water
FUNGICIDE,Carbendazim,Atop 50 WP,AP-2460,Agrivision International,Cucurbit,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Cutzim 50 WP,AP-2461,Mary Gold Agro Science,Cucurbit,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Reliable 50 WP,AP-2617,Delta Agro Chemicals,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Parastine50 WP,AP-2783,Perfect Agro Care,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,M-Hitter 50 WP,AP-2784,United Agri Care Limited,Banana,Sigatoka,2 gm/Litre of water
FUNGICIDE,Carbendazim,Freshcozim 50 WP,AP-2785,Agro Systems Limited,Rice,Seed Treatment,2.5 gm/kg seeds
FUNGICIDE,Carbendazim,Ranazim 50 WP,AP-3121,Runner Agro Products Limited,Tea,"Die back, Black rot",750 gm
FUNGICIDE,Carbendazim,Ranazim 50 WP,AP-3121,Runner Agro Products Limited,Tomato,Wilt,2 gm/Litre of water
FUNGICIDE,Carbendazim,Cloud 50 WP,AP-3122,Keen Care Crop Science,Tea,"Die back, Black rot",750 gm
